,Unnamed: 0,ID,UserID,Origin,Destination,Time,Income,Comment,Created_at,Label
57,57,1001079,1002127,1019,1019,9,310000,"راننده دیر رسیده بود و حتی ببخشید هم نگفت
",2024-04-13 10:25:45.818746,0
58,58,1005069,1004489,1018,856,28,1270000,"ماشین خیلی خراب بود!
",2024-04-15 08:57:56.681127,0
59,59,1007771,1001387,613,595,17,990000," به نظر میرسید که حداقل ماشینش دو ماه بود که تمیز نشده
",2024-04-16 12:45:30.853268,0
60,60,1006782,1003645,593,845,23,690000," راننده حین سفر سیگار میکشید
",2024-04-16 05:42:48.205767,0
61,61,1005106,1001194,589,602,25,720000," ماشینش بوی بدی میداد
",2024-04-15 09:09:58.200198,0
62,62,1005180,1000446,608,610,18,570000," ماشین شدیدا بوی بنزین میداد
",2024-04-15 09:40:14.537393,0
63,63,1004874,1004391,866,842,17,510000,"راننده مسیر رو گم کرد
",2024-04-15 07:17:09.800105,0
64,64,1007403,1001745,581,582,16,580000,"راننده مدام با تلفن صحبت میکرد
",2024-04-16 10:23:38.920725,0
65,65,1005802,1002325,613,579,31,1460000,"راننده به خیابان اصلا توجه نمیکرد
",2024-04-15 14:12:26.969989,0
66,66,1002121,1001430,629,619,22,800000,"با این راننده احساس امنیت نداشتم
",2024-04-14 00:53:46.527263,0
67,67,1000705,1001599,593,846,13,480000," با سرعت بالا و بیدقت رانندگی میکرد
",2024-04-13 07:12:33.458106,0
68,68,1007094,1003982,629,629,11,300000,"این بدترین تجربه تاکسی آنلاینی بود که داشتم
",2024-04-16 08:08:59.376521,0
69,69,1000146,1003589,1045,1017,57,1900000," راننده غیرحرفهای بود و ماشین در وضعیت وحشتناکی بود
",2024-04-13 02:24:44.134393,0
70,70,1004031,1001141,845,1056,68,2180000,"راننده خوبی بود مرا به موقع به مقصدم رساند، اما کاری ویژه انجام نداد
",2024-04-14 17:24:20.515107,0
71,71,1007390,1004198,1018,1018,5,200000,"راننده به وظیفه ش عمل کرد
",2024-04-16 10:19:41.157097,0
72,72,1002528,1000107,858,580,32,1190000," هیچ شکایتی ندارم، اما هیچ نظر مثبتی هم ندارم
",2024-04-14 05:29:47.619085,0
73,73,1001524,1000631,856,867,19,690000," نظر خاصی ندارم
",2024-04-13 13:52:40.803385,0
74,74,1004548,1004506,846,854,62,1670000," دیر رسید
",2024-04-15 04:35:21.704410,0
75,75,1006643,1000680,623,631,15,400000," ماشین خراب بود
",2024-04-16 04:41:03.565581,0
76,76,1006155,1003593,584,593,60,1540000," وسط راه ماشینش خراب شد
",2024-04-15 17:55:40.606894,0
77,77,1000924,1003686,610,634,63,1920000," در طول مسیر برا بنزین ایستادن
",2024-04-13 09:07:26.733092,0
78,78,1001615,1003076,629,848,8,290000," خیلی با سرعت میرفت
",2024-04-13 14:43:35.766848,0
79,79,1007564,1000955,602,867,32,1090000," راننده بوی عرق میداد
",2024-04-16 11:28:56.903311,0
80,80,1000558,1003541,633,858,45,1940000," کولر روشن نکرد
",2024-04-13 06:00:14.701749,0
81,81,1001995,1002093,587,853,24,880000," هوا گرم بود و کولر نزد
",2024-04-13 19:35:11.657482,0
82,82,1002534,1004148,589,838,14,580000," ازش خواستم در صندوق رو باز کنند ولی قبول نکردند
",2024-04-14 05:31:19.228405,0
83,83,1000869,1000296,618,630,20,720000,"ماشین تمیز بود و راننده مودب
",2024-04-13 08:43:54.745201,0
84,84,1007483,1003504,1082,836,19,500000," سفر تاکسی آنلاین استانداردی بود
",2024-04-16 10:58:29.065883,0
85,85,1006340,1002469,589,836,52,1920000," راننده بیادبی بود
",2024-04-15 21:15:03.264061,0
86,86,1004409,1001030,848,589,30,1250000," مسیری که راننده انتخاب کرد باعث تأخیر زیادی شد و تجربهی منفی ایجاد کرد
",2024-04-15 03:36:51.543276,0
87,87,1003909,1003610,620,614,9,330000," از آنکه ماشین بسیار خراب بود و  تمیز نبود انتقاد دارم
",2024-04-14 15:57:45.301538,0
88,88,1000186,1004058,843,846,29,1230000," راننده به خوبی مسیر را بست و باعث ایجاد ترافیک شد
",2024-04-13 02:56:59.842997,0
89,89,1003490,1001454,850,617,13,570000," برخلاف انتظارم، راننده دقت و توجهی ب مسیر نداشت
",2024-04-14 12:48:34.047819,0
90,90,1007609,1004554,634,634,2,180000,"کل مسیر میترسیدم تصادف کنیم
",2024-04-16 11:48:20.030126,0
91,91,1006624,1002304,1019,1019,5,220000," این راننده به موقع نرسیده بود و موجب دیر رسیدن من به مقصد شد
",2024-04-16 04:32:36.547697,0
92,92,1007089,1002691,839,582,32,730000," راننده بهوضوح توجهی به مسیری که طی میشد نداشت و وارد خیابان اشتباه شد
",2024-04-16 08:08:29.336744,0
93,93,1006074,1002528,846,593,11,320000," از سفر ناراضی شدم
",2024-04-15 16:57:59.167578,0
94,94,1001758,1003341,594,594,4,200000," راننده خیلی سریع رانندگی میکرد و من را به وحشت انداخت
",2024-04-13 16:03:08.057594,0
95,95,1005699,1002330,589,1062,60,1290000," راننده بیمسئولیت بود
",2024-04-15 13:20:22.566936,0
96,96,1004424,1002112,587,589,25,1320000," این تجربه تاکسی به هیچ عنوان قابل قبول نبود
",2024-04-15 03:42:00.332943,0
97,97,1007097,1002150,618,618,3,210000," راننده بیحوصله بود
",2024-04-16 08:13:08.983677,0
98,98,1006696,1003921,593,593,5,230000," راننده بیدقت بود
",2024-04-16 05:03:12.607671,1
99,99,1005504,1001221,589,612,27,1010000,"از ماشین ناراضی هستم
",2024-04-15 11:57:59.819402,0
100,100,1000293,1001034,846,591,20,970000,"راننده هیچ توجهی به تمیز کردن ماشین نداشت
",2024-04-13 03:54:42.212726,0
101,101,1000561,1000630,839,862,21,780000," راننده اصلاً  قابل اطمینان نبود
",2024-04-13 06:01:35.083730,0
102,102,1000574,1001681,845,601,12,460000,"راننده کولر نزد
",2024-04-13 06:11:33.387640,0
103,103,1006244,1002601,631,631,11,310000,"راننده خیلی تند رانندگی میکرد
",2024-04-15 19:21:25.087780,0
104,104,1002864,1003848,617,611,27,850000,"راننده جلوی همه میپیچید
",2024-04-14 07:59:20.620179,0
105,105,1002133,1001690,846,594,8,280000,"ماشین با کلاسی داشت!
",2024-04-14 01:37:43.345323,0
106,106,1007573,1000200,602,595,16,800000," راننده بهگونهای بیتوجه و غیرحرفهای رفتار کرد که روزم رو خراب کرد
",2024-04-16 11:35:24.865524,1
107,107,1002863,1003348,631,1108,44,1090000," از عدم توجه راننده به راهنماییهای من برای مقصدم ناراضی شدم
",2024-04-14 08:00:16.062544,0
108,108,1002661,1001527,587,592,15,480000," این راننده موجب تأخیرم شد
",2024-04-14 06:23:45.805848,0
109,109,1002680,1000897,844,631,31,900000," راننده آنقدر با شتاب رانندگی میکرد که وحشت کردم
",2024-04-14 06:34:30.207558,0
110,110,1002514,1004409,852,589,35,1160000," از مسیریابی نادرستش ناراضی بودم
",2024-04-14 05:23:13.198776,0
111,111,1001816,1000486,584,579,31,1030000," راننده برخی از قوانین رانندگی را نادیده گرفت
",2024-04-13 16:41:25.372238,0
112,112,1002398,1002282,853,1018,18,460000," از بی احترامی رانندهدر طی سفر ناراضی بودم
",2024-04-14 04:38:12.295645,0
113,113,1003817,1004324,608,610,12,370000,"این تجربه به هیچ وجه قابل قبول نبود راننده بیحوصله بود
",2024-04-14 15:10:35.893716,0
114,114,1001053,1003162,848,1030,58,1450000,"از بیدقتی راننده احساس ناامنی کردم
",2024-04-13 10:20:00.796251,0
115,115,1001110,1003105,1018,1067,80,2630000,"این سفر به هیچ وجه به قابل قبول نبود
",2024-04-13 10:37:47.218551,0
116,116,1003983,1003078,847,583,37,1060000,"راننده تا حدی بیحوصله بود که بهم برخورد
",2024-04-14 16:38:33.524404,0
117,117,1004268,1000378,1018,619,32,960000,"از عدم توجه راننده به برخی از اصول اساسی رانندگی ناامید شدم
",2024-04-15 01:59:34.461580,0
118,118,1001598,1001446,1029,1030,23,390000,"راننده به اندازه کافی آمادگی رانندگی نداشت
",2024-04-13 14:32:34.839050,0
119,119,1000480,1000731,594,594,3,200000,"اهنگ پلی کرد!
",2024-04-13 05:28:40.556440,0
120,120,1003832,1000864,602,602,7,360000,"در ماشین کتاب بود!
",2024-04-14 15:18:01.165587,0
121,121,1000993,1002488,629,629,5,220000,"کتاب برای مطالعه داشتند
",2024-04-13 09:48:18.332424,0
122,122,1008482,1001963,1017,1017,12,410000,"در خودروی ایشان برای مسافران کتاب جهت مطالعه وجود داشت
",2024-04-16 20:17:27.321311,0
123,123,1001602,1004580,1019,1019,5,180000,"راننده پرخاشگر بود
",2024-04-13 14:35:56.784158,0
124,124,1007776,1004188,1045,1045,13,420000,"صدای آهنگ بلند بود و سردرد گرفتم
",2024-04-16 12:48:30.895963,0
125,125,1004589,1002052,602,845,5,290000,"وسیله ام در خودرو جا ماند و به دستم رساندند
",2024-04-15 04:57:10.427284,1
126,126,1008216,1001737,631,858,19,600000,"خوش برخورد بودند
",2024-04-16 16:19:07.075433,0
127,127,1002748,1003547,593,635,22,880000,"از کمربند ایمنی استفاده نکرده بودند
",2024-04-14 07:09:37.470357,0
128,128,1006612,1001255,603,601,17,740000,"در حال سیگار کشیدن بودند
",2024-04-16 04:26:33.034954,0
129,129,1000680,1003847,593,864,29,850000,"کوار روشن کردند
",2024-04-13 07:03:08.557377,0
130,130,1004527,1004039,587,843,26,940000,"خودروی تمیزی داشتند
",2024-04-15 04:21:55.397683,0
131,131,1001473,1004043,586,588,18,590000,"مسیریابی عالی
",2024-04-13 13:26:28.694825,0
132,132,1000281,1002613,1018,1082,22,900000,"فوق العاده بود
",2024-04-13 03:49:59.093020,0
133,133,1003588,1000530,601,858,43,1540000,"مهارت رانندگی خانم راننده عالی بود
",2024-04-14 13:35:09.826493,0
134,134,1000537,1000183,856,623,37,1060000,"برای من مزاحمت ایجاد کردند
",2024-04-13 05:57:39.446183,0
135,135,1004028,1001276,601,619,28,1240000,"باقی پول را پس ندادند
",2024-04-14 17:21:34.692570,0
136,136,1003228,1004376,850,850,1,190000,"بسیار کند رانندگی میکردند
",2024-04-14 10:58:41.018773,0
137,137,1006771,1001619,612,1019,44,1040000,"مسیر اشتباهی رفتند
",2024-04-16 05:37:15.976704,0
138,138,1007030,1001542,850,845,33,1160000," راننده بدون کنترل رانندگی میکرد و حس امنیت را از من گرفت
",2024-04-16 07:34:38.317749,0
139,139,1003611,1001444,845,602,17,670000," رفتار نامناسب راننده باعث شد که سفر به یک تجربه ناخوشایند تبدیل شود
",2024-04-14 13:41:35.332708,0
140,140,1007280,1004333,858,858,3,250000," راننده در حین رانندگی مدام با تلفن همراه خود صحبت میکرد که مزاحم بود
",2024-04-16 09:23:40.805255,0
141,141,1006916,1004587,630,1018,19,440000,"احساس ناامنی در طول سفر به دلیل رانندگی بسیار تند راننده بود
",2024-04-16 06:37:10.305847,0
142,142,1003884,1004602,623,630,18,600000," من به طور جدی نگران ایمنی خود در طول سفر بودم به دلیل رانندگی پرخطر راننده
",2024-04-14 15:37:38.555730,0
143,143,1004537,1003945,587,845,20,870000," رانندگی بسیار پرسرعت راننده باعث شد که احساس راحتی نداشته باشم
",2024-04-15 04:30:46.176859,0
144,144,1007306,1001273,586,595,17,620000," رانندگی خطرناک راننده باعث شد که بترسم
",2024-04-16 09:38:23.251687,0
145,145,1005049,1003655,863,1070,48,1310000," راننده به طور مداوم قوانین راهنمایی و رانندگی را زیر پا میگذاشت
",2024-04-15 08:47:11.667527,0
146,146,1007798,1004060,619,586,31,730000," بیتوجهی راننده به ایمنی مسافران باعث شد که سفر به کابوس تبدیل شود
",2024-04-16 13:01:10.389203,0
147,147,1003029,1003661,602,581,21,800000," رانندگی نامطمئن راننده باعث شد که به شدت استرس بگیرم
",2024-04-14 09:30:09.883512,0
148,148,1000260,1000613,602,630,20,1110000," من در طول سفر به دلیل رانندگی ناایمن راننده احساس ناراحتی میکردم
",2024-04-13 03:39:38.235940,0
149,149,1005258,1000661,617,586,37,770000," رانندگی بسیار تند راننده باعث ایجاد ترس در من شد
",2024-04-15 10:17:29.826057,0
150,150,1006754,1003000,587,840,31,840000," رفتار نامناسب راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-16 05:29:18.588683,0
151,151,1001444,1003586,586,838,7,420000," من خواهان جایگزینی راننده بودم به دلیل رانندگی ناامن او
",2024-04-13 13:13:56.208252,0
152,152,1006296,1000405,866,586,13,500000," راننده با سرعت بسیار بالا در حال رانندگی بود که باعث ترس من شد
",2024-04-15 20:26:21.140588,0
153,153,1002186,1003579,619,845,22,840000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-14 02:38:46.373742,0
154,154,1006210,1003767,1045,1045,10,350000," رانندگی خطرناک راننده باعث شد که به طور جدی از امنیت خود نگران باشم
",2024-04-15 18:50:26.886476,0
155,155,1007941,1001485,587,580,8,350000," من دیگر هرگز از این شرکت تاکسی آنلاین استفاده نخواهم کرد به دلیل سوء رفتار راننده
",2024-04-16 14:02:42.955222,0
156,156,1008456,1003221,602,593,31,1180000," راننده در حین رانندگی مدام با تلفن همراه خود صحبت میکرد که باعث ایجاد ترس در من شد
",2024-04-16 19:36:07.233082,0
157,157,1004378,1002399,612,1017,21,840000," رفتار نامناسب راننده باعث شد که سفر به کابوس تبدیل شود
",2024-04-15 03:27:03.482566,0
158,158,1000363,1003134,844,863,20,1040000," ناامنی در طول سفر به دلیل رانندگی تند و پرخطر راننده بود
",2024-04-13 04:30:04.939687,0
159,159,1006972,1000596,593,846,11,510000," من به طور جدی نگران ایمنی خود در طول سفر بودم به دلیل رفتار نامطلوب راننده
",2024-04-16 07:00:10.708436,0
160,160,1002308,1002326,612,592,36,1420000," رانندگی بسیار سریع راننده باعث شد که احساس راحتی نداشته باشم
",2024-04-14 03:49:52.141418,0
161,161,1004153,1003031,1029,1030,9,290000," رانندگی خطرناک راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-14 19:27:26.247293,0
162,162,1003221,1001275,836,836,11,320000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-14 10:59:22.312789,0
163,163,1000760,1002255,842,862,17,590000," من در طول سفر به دلیل رفتار ناشایست راننده احساس ناراحتی میکردم
",2024-04-13 07:38:57.488018,0
164,164,1003341,1004486,847,842,11,440000," رانندگی نامطمئن راننده باعث شد که استرس شدیدی را تجربه کنم
",2024-04-14 11:39:34.615928,0
165,165,1004152,1002396,582,619,32,1230000," راننده با سرعت بسیار بالا در حال رانندگی بود که باعث ترس و نگرانی من شد
",2024-04-14 19:26:46.583456,0
166,166,1007147,1001489,602,582,20,680000," خواستم جایگزینی برای راننده داشته باشم که میسر نشد
",2024-04-16 08:31:53.080318,0
167,167,1007322,1000559,838,586,15,460000," راننده با مهارت و امنیت مناسبی رانندگی میکرد که باعث آرامش من در طول سفر شد
",2024-04-16 09:47:29.378023,0
168,168,1007330,1003973,602,620,27,880000," رفتار مودبانه و حرفهای راننده باعث ایجاد تجربه مثبتی از سفر در من شد
",2024-04-16 09:51:47.448329,0
169,169,1007068,1002956,1029,1029,13,380000," راننده در طول سفر به طور مداوم به قوانین راهنمایی و رانندگی توجه میکرد که جای تقدیر دارد
",2024-04-16 07:54:24.590337,0
170,170,1005666,1001121,1017,1017,10,270000," ایمنی و امنیت در طول سفر به دلیل رانندگی مسئولانه راننده برای من قابل توجه بود
",2024-04-15 13:08:53.634856,0
171,171,1003675,1002328,616,1054,96,2720000," رانندگی آرام و هوشیارانه راننده باعث احساس آرامش و راحتی در من شد
",2024-04-14 14:11:57.425405,0
172,172,1003222,1000481,1017,1017,5,200000," من از رفتار حرفهای و مودبانه راننده در طول سفر بسیار راضی بودم
",2024-04-14 10:56:42.258383,0
173,173,1001108,1001732,836,1070,56,1420000," راننده با دقت و مراقبت مناسبی رانندگی میکرد که جای تحسین دارد
",2024-04-13 10:39:46.519645,0
174,174,1007988,1004543,623,1017,14,350000," من از تجربه مثبت سفر با این راننده بسیار راضی هستم
",2024-04-16 14:24:03.016560,0
175,175,1004416,1004120,618,847,39,1430000," رانندگی ایمن و مسئولانه راننده باعث ایجاد احساس امنیت و آرامش در من شد
",2024-04-15 03:39:32.675621,0
176,176,1004671,1003508,612,629,22,870000," من از رفتار حرفهای و توجه راننده به ایمنی مسافران در طول سفر بسیار راضی بودم
",2024-04-15 05:41:35.159363,0
177,177,1003595,1000589,846,586,20,590000,"ماشین بوی خوبی میداد
",2024-04-14 13:38:37.931592,0
178,178,1003288,1002923,1017,1017,6,220000,"شیشه ماشین خراب بود
",2024-04-14 11:18:33.412032,0
179,179,1006378,1001180,855,1018,13,640000,"راننده من را دقیقا در مقصد پیاده نکرد
",2024-04-16 00:30:09.647646,0
180,180,1003450,1002364,586,839,32,850000,"راننده وسط راه توقف طولانی داشت
",2024-04-14 12:32:16.046679,0
181,181,1003980,1000435,856,856,3,180000,"راننده ناشنوا بود و خوشحالم این افراد توانسته اند کار پیدا کنند
",2024-04-14 16:38:15.508265,0
182,182,1007548,1002674,1045,1045,4,190000,"راننده درخواست مبلغ اضافی کرد
",2024-04-16 11:15:32.948681,0
183,183,1003331,1001171,867,867,11,270000,"راننده خواست تا هزینه اضافی پرداخت کنم
",2024-04-14 11:35:48.106474,0
184,184,1006850,1002852,617,860,11,390000,"راننده اهنگ پخش کرد و عالی بود
",2024-04-16 06:09:33.118023,0
185,185,1005511,1000793,589,858,52,1570000,"راننده خوش صحبتی بودند
",2024-04-15 11:58:37.371402,0
186,186,1006618,1000827,1018,1018,13,400000,"مسیریابی عالی
",2024-04-16 04:26:52.329148,0
187,187,1005659,1001935,836,836,19,570000," راننده بسیار مودب و حرفهای بود
",2024-04-15 13:04:46.140481,1
188,188,1003226,1004084,592,591,6,250000," سرعت رانندگی او بسیار خطرناک بود
",2024-04-14 10:57:02.579082,0
189,189,1001457,1003882,860,860,8,310000," راننده عالی بود
",2024-04-13 13:18:48.779894,0
190,190,1000311,1003480,846,838,33,1270000," راننده به زمان تعیین شده دقت کرد
",2024-04-13 04:02:49.027485,0
191,191,1007230,1000029,602,864,18,540000," نظم و تمیزی در خودرو بسیار خوب بود
",2024-04-16 09:04:48.894422,0
192,192,1007473,1000554,845,608,34,1250000," رفتار راننده با مشتریان مناسب نبود
",2024-04-16 10:51:38.443981,0
193,193,1006200,1004296,842,853,24,670000," احترام و شخصیت حرفهای در رفتار راننده دیده شد
",2024-04-15 18:38:56.947801,0
194,194,1000038,1004283,842,846,27,1480000," او به صورت غیرحرفهای رفتار کرد
",2024-04-12 21:06:56.033625,0
195,195,1002034,1003713,602,850,21,1030000," تاخیر زیاد به وجود آمد
",2024-04-13 20:18:51.005897,0
196,196,1007529,1004010,844,862,15,650000," خودرو ناخوشایند و کثیف بود
",2024-04-16 11:10:00.704975,0
197,197,1001154,1000718,580,862,15,600000," زمان زیادی تلف کرد
",2024-04-13 10:58:09.361690,0
198,198,1006834,1000726,629,580,58,1290000," قابل اعتماد و دقیق بود
",2024-04-16 06:03:31.938752,0
199,199,1000414,1003452,863,841,11,320000," سطح تجربه و حرفهای بودن او قابل تحسین است
",2024-04-13 04:56:45.917959,0
200,200,1004302,1002381,838,627,21,640000," نظافت خوب در خودرو دیده شد
",2024-04-15 02:46:57.656576,0
201,201,1001264,1002650,836,836,6,180000,"موسیقی با صدای بلند! ازاردهنده بود!
",2024-04-13 11:39:50.829729,0
202,202,1000435,1004192,850,622,18,650000," فضای داخل خودرو بسیار داغ و نامطبوع بود!
",2024-04-13 05:10:05.143759,0
203,203,1000863,1001298,581,586,21,600000," سرعت رانندگی را کم نکردند
",2024-04-13 08:41:19.760844,0
204,204,1005628,1003967,846,620,33,780000," از پذیرش سفارش تا پایان سفر، همه چیز عالی بود!
",2024-04-15 12:49:32.938127,0
205,205,1005255,1004137,582,582,3,200000," به نقشه توجه نکردند، مسیر اشتباه رفتند!
",2024-04-15 10:16:35.706873,0
206,206,1007842,1001626,1018,852,41,940000," فضای داخل خودرو بسيار كثيف بود
",2024-04-16 13:20:37.290604,0
